Agreement,Year,Part,Section,Provision Reference,Provision Text,search_part,search_text
Tlicho Agreement,2003,Preamble,,,WHEREAS,preamble,whereas
Tlicho Agreement,2003,Preamble,,,the Tlicho continue to use Monfwi Gogha De Niitlee;,preamble,continue use monfwi gogha de niitlee
Tlicho Agreement,2003,Preamble,,,WHEREAS,preamble,whereas
Tlicho Agreement,2003,Preamble,,,"Wekeezhii, which is described in part 2 of the appendix to chapter 1, has been identified as an area appropriate for the management of resources under the Agreement;",preamble,wekeezhii described part appendix identified area appropriate management resource agreement
Tlicho Agreement,2003,Preamble,,,WHEREAS,preamble,whereas
Tlicho Agreement,2003,Preamble,,,"the Constitution Act, 1982 recognizes and affirms the existing Aboriginal and treaty rights of the Aboriginal peoples of Canada;",preamble,constitution act recognizes affirms existing aboriginal treaty right aboriginal people canada
Tlicho Agreement,2003,Preamble,,,WHEREAS,preamble,whereas
Tlicho Agreement,2003,Preamble,,,"the Parties have negotiated this Agreement in order to define and provide certainty in respect of rights of the Tlicho relating to land, resources and self-government;",preamble,party negotiated agreement order define provide certainty respect right relating land resource selfgovernment
Tlicho Agreement,2003,Preamble,,,NOW THEREFORE THE PARTIES AGREE AS FOLLOWS:,preamble,therefore party agree follows
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,The following definitions apply in the Agreement.,interpretation definition,following definition apply agreement
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""Aboriginal people"" means an Aboriginal people of Canada within the meaning of section 35 of the Constitution Act, 1982.",interpretation definition,aboriginal people mean aboriginal people canada within meaning constitution act
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""Aboriginal person"" means a member of an Aboriginal people.",interpretation definition,aboriginal person mean member aboriginal people
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""Aboriginal right"" means an Aboriginal right within the meaning of section 35 of the Constitution Act, 1982.",interpretation definition,aboriginal right mean aboriginal right within meaning constitution act
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""Agreement"" means this land claims and self-government agreement.",interpretation definition,agreement mean land claim selfgovernment agreement
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""band member"" means a person whose name is entered on a band membership list or who is entitled to have his or her name entered on a band membership list and is the subject of an application for entry that has not been withdrawn.",interpretation definition,band member mean person whose name entered band membership list entitled name entered band membership list subject application entry withdrawn
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""band membership list"" means a list, maintained by the Department of Indian Affairs and Northern Development, of the members of the Dog Rib Rae band, the Wha Ti First Nation band, the Gameti First Nation band or the Dechi Laot'i First Nations band.",interpretation definition,band membership list mean list maintained department indian affair northern development member dog rib rae band wha ti first nation band gameti first nation band dechi laoti first nation band
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""bank"" of a body of water means the limit or edge of its bed.",interpretation definition,bank body water mean limit edge bed
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""bed"" of a body of water means the land covered so long by water as to wrest it from vegetation, or as to mark a distinct character upon the vegetation where it extends into the water or upon the soil itself.",interpretation definition,bed body water mean land covered long water wrest vegetation mark distinct character upon vegetation extends water upon soil
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""burial site"" means land containing human remains or land in which evidence of such remains are found.",interpretation definition,burial site mean land containing human remains land evidence remains found
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""child"" means a person less than the age of majority under legislation.",interpretation definition,child mean person le age majority legislation
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""child and family services"" means services for",interpretation definition,child family service mean service
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(a),"the protection of children from abuse, neglect, harm and any threat thereof, where the primary objective is the safety and well-being of children, having due regard for

any need for intervention,
the support of families and care givers to provide a safe environment,
the support of kinship ties and a child's attachment to the extended family, and
the culture and customs of the Tlicho First Nation; and
",interpretation definition,protection child abuse neglect harm threat thereof primary objective safety wellbeing child due regard need intervention support family care giver provide safe environment support kinship tie child attachment extended family culture custom first nation
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(a)(i),"any need for intervention,",interpretation definition,need intervention
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(a)(ii),"the support of families and care givers to provide a safe environment,",interpretation definition,support family care giver provide safe environment
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(a)(iii),"the support of kinship ties and a child's attachment to the extended family, and",interpretation definition,support kinship tie child attachment extended family
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(a)(iv),the culture and customs of the Tlicho First Nation; and,interpretation definition,culture custom first nation
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(b),the promotion of well-functioning families and of community life.,interpretation definition,promotion wellfunctioning family community life
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""conservation"" means",interpretation definition,conservation mean
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(a),"the maintenance of the integrity of ecosystems by measures such as the protection and reclamation of wildlife habitat and, where necessary, restoration of wildlife habitat; and",interpretation definition,maintenance integrity ecosystem measure protection reclamation wildlife habitat necessary restoration wildlife habitat
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(b),"the maintenance of vital, healthy wildlife populations capable of sustaining harvesting under the Agreement.",interpretation definition,maintenance vital healthy wildlife population capable sustaining harvesting agreement
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""consultation"" means",interpretation definition,consultation mean
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(a),"the provision, to the person or group to be consulted, of notice of a matter to be decided in sufficient form and detail to allow that person or group to prepare its views on the matter;",interpretation definition,provision person group consulted notice matter decided sufficient form detail allow person group prepare view matter
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(b),"the provision of a reasonable period of time in which the person or group to be consulted may prepare its views on the matter, and provision of an opportunity to present such views to the person or group obliged to consult; and",interpretation definition,provision reasonable period time person group consulted may prepare view matter provision opportunity present view person group obliged consult
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(c),full and fair consideration by the person or group obliged to consult of any views presented.,interpretation definition,full fair consideration person group obliged consult view presented
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""contaminated site"" means a site where persons have abandoned or disposed of substances of such a nature and in such a manner, quantity or concentration that the substances constitute or are likely to constitute a danger to human life or health or to the environment.",interpretation definition,contaminated site mean site person abandoned disposed substance nature manner quantity concentration substance constitute likely constitute danger human life health environment
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""Crown lands"" means lands belonging to Her Majesty in right of Canada.",interpretation definition,crown land mean land belonging majesty right canada
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""date of the Agreement"" means the date on which the Agreement is signed by the representatives of the executive of the Dogrib Treaty 11 Council and government.",interpretation definition,date agreement mean date agreement signed representative executive dogrib treaty council government
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""developer"" means a person or government engaged in a project, including a community, Aboriginal, territorial or federal government.",interpretation definition,developer mean person government engaged project including community aboriginal territorial federal government
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""direct taxation"" has the same meaning, for the purpose of distinguishing between a direct tax and an indirect tax, as in class 2 of section 92 of the Constitution Act, 1867.",interpretation definition,direct taxation meaning purpose distinguishing direct tax indirect tax class constitution act
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""Dogrib Treaty 11 Council"" includes any successor organization.",interpretation definition,dogrib treaty council includes successor organization
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""edible parts"" includes, in relation to wildlife, those parts traditionally consumed by Aboriginal peoples for food.",interpretation definition,edible part includes relation wildlife part traditionally consumed aboriginal people food
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""effective date"" means the date on which both territorial and federal settlement legislation have come into force.",interpretation definition,effective date mean date territorial federal settlement legislation come force
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""Eligibility Committee"" means the Committee referred to in 3.2.",interpretation definition,eligibility committee mean committee referred
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""eligible voter"" means, for the purpose of the ratification vote referred to in 4.2.1(b), a legally competent person",interpretation definition,eligible voter mean purpose ratification vote referred b legally competent person
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(a),who will be at least 19 years of age before the final date of the vote;,interpretation definition,least year age final date vote
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(b),"who

is, on the date of application or appeal to be put on the Voters List, a band member,
is of Aboriginal ancestry who resided in and used and occupied any part of Monfwi Gogha De Niitlee on or before August 22, 1921 and who received Treaty 11 benefits,
was adopted as a child, under the laws of any jurisdiction or under any Tlicho custom, by a person described in (ii), or
is a descendant of a person described in (ii) or (iii); and
",interpretation definition,date application appeal put voter list band member aboriginal ancestry resided used occupied part monfwi gogha de niitlee august received treaty benefit adopted child law jurisdiction custom person described ii descendant person described ii iii
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(b)(i),"is, on the date of application or appeal to be put on the Voters List, a band member,",interpretation definition,date application appeal put voter list band member
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(b)(ii),"is of Aboriginal ancestry who resided in and used and occupied any part of Monfwi Gogha De Niitlee on or before August 22, 1921 and who received Treaty 11 benefits,",interpretation definition,aboriginal ancestry resided used occupied part monfwi gogha de niitlee august received treaty benefit
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(b)(iii),"was adopted as a child, under the laws of any jurisdiction or under any Tlicho custom, by a person described in (ii), or",interpretation definition,adopted child law jurisdiction custom person described ii
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(b)(iv),is a descendant of a person described in (ii) or (iii); and,interpretation definition,descendant person described ii iii
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(c),"who is not, on the date of application to be put on the Voters List, enrolled under another land claims agreement.",interpretation definition,date application put voter list enrolled another land claim agreement
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""environment"" means the physical environment, including air, land, water, wildlife and heritage resources, and the social and cultural environment, including harvesting of wildlife, plants and trees.",interpretation definition,environment mean physical environment including air land water wildlife heritage resource social cultural environment including harvesting wildlife plant tree
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""excess mineral revenues"" means the amount by which the revenues the Tlicho Government received in a given year from minerals, other than specified substances, on Tlicho lands exceeded the average per capita income of the Northwest Territories multiplied by the number of Tlicho Citizens in that year.",interpretation definition,excess mineral revenue mean amount revenue government received given year mineral specified substance land exceeded average per caput income northwest territory multiplied number citizen year
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""expropriating authority"" means the Government of Canada or the Government of the Northwest Territories or any other authority authorized by legislation to expropriate land or an interest in land, but does not include the Tlicho Government.",interpretation definition,expropriating authority mean government canada government northwest territory authority authorized legislation expropriate land interest land include government
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""expropriation"" means the compulsory taking of lands or any interest in land.",interpretation definition,expropriation mean compulsory taking land interest land
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""federal legislation"" means legislation of the Parliament of Canada or legislation made thereunder, but does not include territorial legislation.",interpretation definition,federal legislation mean legislation parliament canada legislation made thereunder include territorial legislation
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""fish"" means fish as defined in the Fisheries Act.",interpretation definition,fish mean fish defined fishery act
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""forest management"" includes forest conservation, forest fire control, timber management, reforestation, silviculture and management of a forest for wildlife and recreation.",interpretation definition,forest management includes forest conservation forest fire control timber management reforestation silviculture management forest wildlife recreation
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""furbearers"" means the following species: beaver (Castor canadensis); white fox or arctic fox (Alopex lagopus); river otter (Lutra canadensis); lynx (Lynx lynx); marten (Martes americana); fisher (Martes pennanti); striped skunk (Mephitis mephitis); ermine (Mustela erminea); least weasel (Mustela nivalis); mink (Mustela vison); muskrat (Ondatra zibethicus); red, cross, black and silver fox (Vulpes vulpes); wolverine (Gulo gulo); wolf (Canis lupus); coyote (Canis latrans); woodchuck (Marmota monax); and red squirrel (Tamiasciurus hudsonicus).",interpretation definition,furbearers mean following specie beaver castor canadensis white fox arctic fox alopex lagopus river otter lutra canadensis lynx lynx lynx marten martes americana fisher martes pennanti striped skunk mephitis mephitis ermine mustela erminea least weasel mustela nivalis mink mustela vison muskrat ondatra zibethicus red cross black silver fox vulpes vulpes wolverine gulo gulo wolf canis lupus coyote canis latrans woodchuck marmota monax red squirrel tamiasciurus hudsonicus
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""future land claims agreement"" means a land claims agreement that may be concluded after April 1, 2003, between government and an Aboriginal people of Canada other than the Tlicho First Nation.",interpretation definition,future land claim agreement mean land claim agreement may concluded april government aboriginal people canada first nation
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""gas"" means natural gas and includes all substances, other than oil, that are produced in association with natural gas.",interpretation definition,gas mean natural gas includes substance oil produced association natural gas
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""government"" means",interpretation definition,government mean
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(a),the Government of Canada;,interpretation definition,government canada
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(b),the Government of the Northwest Territories or its successor or successors; or,interpretation definition,government northwest territory successor successor
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(c),"both,",interpretation definition,
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"depending upon which government or governments have responsibility, from time to time, for the matter in question, and includes any department, agency or official of such a government.",interpretation definition,depending upon government government responsibility time time matter question includes department agency official government
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""Gwich'in land claims agreement"" means the Comprehensive Land Claim Agreement between Her Majesty the Queen in right of Canada and the Gwich'in signed on April 22, 1992.",interpretation definition,gwichin land claim agreement mean comprehensive land claim agreement majesty queen right canada gwichin signed april
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""Gwich'in settlement area"" means the area defined as ""settlement area"" in the Gwich'in land claims agreement.",interpretation definition,gwichin settlement area mean area defined settlement area gwichin land claim agreement
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""harvesting"" means, in relation to wildlife, hunting, trapping or fishing and, in relation to plants or trees, gathering or cutting.",interpretation definition,harvesting mean relation wildlife hunting trapping fishing relation plant tree gathering cutting
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""heritage resource"" means",interpretation definition,heritage resource mean
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(a),"a site with archaeological, historical or cultural significance and includes a burial site; or",interpretation definition,site archaeological historical cultural significance includes burial site
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(b),"an artifact, object or record of historical or cultural significance and includes human remains and associated grave goods found in a burial site.",interpretation definition,artifact object record historical cultural significance includes human remains associated grave good found burial site
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""implementation plan"" means the plan developed by government and the Dogrib Treaty 11 Council that is referred to in chapter 5.",interpretation definition,implementation plan mean plan developed government dogrib treaty council referred
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""independent regulatory agency"" means a body established by legislation which, in the exercise of regulatory or licensing powers, is not subject to specific control or direction by government notwithstanding that it may be subject to general direction whether by guidelines, regulations or directives, or that its decisions may be subject to approval, variance or rescission by government and, for greater certainty, does not include the Tlicho Government.",interpretation definition,independent regulatory agency mean body established legislation exercise regulatory licensing power subject specific control direction government notwithstanding may subject general direction whether guideline regulation directive decision may subject approval variance rescission government greater certainty include government
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""initial enrolment period"" means a period ending two years after the effective date.",interpretation definition,initial enrolment period mean period ending two year effective date
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""intellectual property"" means any intangible property right resulting from intellectual activity in the industrial, scientific, literary, or artistic fields, including, but not limited to, any right relating to patents, copyrights, trademarks, industrial designs, or plant breeders' rights.",interpretation definition,intellectual property mean intangible property right resulting intellectual activity industrial scientific literary artistic field including limited right relating patent copyright trademark industrial design plant breeder right
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""land claims agreement"" means a land claims agreement within the meaning of section 35 of the Constitution Act, 1982 and includes an agreement to implement Treaty 8 or 11.",interpretation definition,land claim agreement mean land claim agreement within meaning constitution act includes agreement implement treaty
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""land right"" means any right that relates to or directly or indirectly affects lands, waters, wildlife or other natural resources, and includes any right that might otherwise not be considered to be a land right, but only to the extent such right relates to or directly or indirectly affects lands, waters, wildlife or other natural resources.",interpretation definition,land right mean right relates directly indirectly affect land water wildlife natural resource includes right might otherwise considered land right extent right relates directly indirectly affect land water wildlife natural resource
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""law of Canada"" means legislation and the common law.",interpretation definition,law canada mean legislation common law
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""legislation"" means federal or territorial legislation and, for greater certainty, includes regulations but does not include Tlicho laws.",interpretation definition,legislation mean federal territorial legislation greater certainty includes regulation include law
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""legislation of general application"" means legislation that, in relation to its application to",interpretation definition,legislation general application mean legislation relation application
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(a),"individuals, does not apply only to Tlicho Citizens;",interpretation definition,individual apply citizen
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(b),"representative institutions, does not apply only to the Tlicho Government; and",interpretation definition,representative institution apply government
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1(0)(c),"land, water and other natural resources, does not apply only to the Tlicho lands, or to waters or other resources on or in those lands.",interpretation definition,land water natural resource apply land water resource land
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""Mackenzie Valley"" comprises the Northwest Territories exclusive of the areas within Wood Buffalo National Park and the Inuvialuit Settlement Region, as that Region is defined in the agreement given effect by the Western Arctic (Inuvialuit) Claims Settlement Act.",interpretation definition,mackenzie valley comprises northwest territory exclusive area within wood buffalo national park inuvialuit settlement region region defined agreement given effect western arctic inuvialuit claim settlement act
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""Mackenzie Valley Environmental Impact Review Board"" means the board referred to in 22.2.2.",interpretation definition,mackenzie valley environmental impact review board mean board referred
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""mineral"" means a precious or base metal or other non-living, naturally occurring substance that is, or was, before production, part of land, whether solid, liquid or gaseous, and includes coal, oil and gas, but does not include water.",interpretation definition,mineral mean precious base metal nonliving naturally occurring substance production part land whether solid liquid gaseous includes coal oil gas include water
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""mining right"" means a right or interest in minerals that are still part of the land, other than specified substances, or a right to explore for or produce minerals other than specified substances.",interpretation definition,mining right mean right interest mineral still part land specified substance right explore produce mineral specified substance
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""Minister"" means the Minister of the Government of Canada or of the Government of the Northwest Territories, as the context requires, responsible for the subject matter referred to.",interpretation definition,minister mean minister government canada government northwest territory context requires responsible subject matter referred
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""Monfwi Gogha De Niitlee"" comprises the area described in part 1 of the appendix to this chapter.",interpretation definition,monfwi gogha de niitlee comprises area described part appendix
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""Monfwi Gogha De Niitlee (NWT)"" means that part of Monfwi Gogha De Niitlee within the Northwest Territories.",interpretation definition,monfwi gogha de niitlee nwt mean part monfwi gogha de niitlee within northwest territory
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""monument"" means a device used by a surveyor to mark a boundary in a survey.",interpretation definition,monument mean device used surveyor mark boundary survey
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""national park"" means an area identified as a national park of Canada that is described in a schedule to the Canada National Parks Act.",interpretation definition,national park mean area identified national park canada described schedule canada national park act
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""National Park Committee"" means a committee established in accordance with 15.3.1.",interpretation definition,national park committee mean committee established accordance
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""navigable"" means, with respect to a river, lake or other body of water, capable of navigation by boat or other water craft for commercial or non-commercial purposes.",interpretation definition,navigable mean respect river lake body water capable navigation boat water craft commercial noncommercial purpose
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""Norman Wells Proven Area"" means the area described in Schedule ""A"" to the Proven Area Agreement.",interpretation definition,norman well proven area mean area described schedule proven area agreement
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""NTS mapsheets"" means National Topographic System mapsheets produced by the Government of Canada.",interpretation definition,nt mapsheets mean national topographic system mapsheets produced government canada
Tlicho Agreement,2003,Chapter 1 - Interpretation,1.1 DEFINITIONS,1.1.1,"""Nunavut Agreement"" means the Agreement Between the Inuit of the Nunavut Settlement Area and Her Majesty the Queen in right of Canada signed on May 25, 1993.",interpretation definition,nunavut agreement mean agreement inuit nunavut settlement area majesty queen right canada signed may
