Agreement,Year,Part,Section,Provision Reference,Provision Text,search_part,search_text
Tsawwassen First Nation Final Agreement,2007,Preamble,Whereas:,(0)(g),"Tsawwassen First Nation and Canada are signatories to the Framework Agreement on First Nation Land Management, and Canada transferred to Tsawwassen First Nation land management authority for Tsawwassen Indian Reserve;",preamble whereas,canada signatory framework agreement land management canada transferred land management authority indian reserve
Tsawwassen First Nation Final Agreement,2007,Preamble,Whereas:,(0)(h),"Tsawwassen First Nation's existing aboriginal rights are recognized and affirmed by the Constitution Act, 1982, and the Parties have negotiated this Agreement under the British Columbia Treaty Commission process to provide certainty in respect of those rights and to allow them to continue and to have the effect and be exercised as set out in this Agreement;",preamble whereas,nation existing aboriginal right recognized affirmed constitution act party negotiated agreement british columbia treaty commission process provide certainty respect right allow continue effect exercised set agreement
Tsawwassen First Nation Final Agreement,2007,Preamble,Whereas:,(0)(i),"Canada and British Columbia acknowledge the perspective of Tsawwassen First Nation that harm and losses in relation to its aboriginal rights have occurred in the past and express regret if any acts or omissions of the Crown have contributed to that perspective, and the Parties rely on this Agreement to move them beyond the difficult circumstances of the past;",preamble whereas,canada british columbia acknowledge perspective harm loss relation aboriginal right occurred past express regret act omission crown contributed perspective party rely agreement move beyond difficult circumstance past
Tsawwassen First Nation Final Agreement,2007,Preamble,Whereas:,(0)(j),"Canada and British Columbia acknowledge the aspiration of Tsawwassen First Nation to preserve, promote and develop the culture, heritage, language and economy of Tsawwassen First Nation;",preamble whereas,canada british columbia acknowledge aspiration preserve promote develop culture heritage language economy
Tsawwassen First Nation Final Agreement,2007,Preamble,Whereas:,(0)(k),"Canada and British Columbia acknowledge the aspiration of Tsawwassen First Nation and Tsawwassen people to participate more fully in the economic, political, cultural and social life of British Columbia in a way that preserves and enhances the collective identity of Tsawwassen people as Tsawwassen First Nation, and to evolve and flourish in the future as a self-sufficient and sustainable community; and",preamble whereas,canada british columbia acknowledge aspiration people participate fully economic political cultural social life british columbia way preserve enhances collective identity people evolve flourish future selfsufficient sustainable community
Tsawwassen First Nation Final Agreement,2007,Preamble,Whereas:,(0)(l),The Parties are committed to the reconciliation of the prior presence of Tsawwassen First Nation and of the sovereignty of the Crown through the negotiation of this Agreement which will establish a new government to government relationship based on mutual respect;,preamble whereas,party committed reconciliation prior presence sovereignty crown negotiation agreement establish new government government relationship based mutual respect
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,In this Agreement:,definition,agreement
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Agreed-Upon Programs and Services"" means those programs and services agreed to by the Parties to be made available by Tsawwassen First Nation, towards which Canada or British Columbia agrees to contribute funding, and set out in a Fiscal Financing Agreement;",definition,agreedupon program service mean program service agreed party made available towards canada british columbia agrees contribute funding set fiscal financing agreement
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Agreement"" means this Tsawwassen First Nation Final Agreement among Tsawwassen First Nation, British Columbia and Canada, including all schedules and appendices to it;",definition,agreement mean final agreement among british columbia canada including schedule appendix
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Aquatic Plants"" includes all benthic and detached algae, brown algae, red algae, green algae, golden algae and phytoplankton, and all marine and freshwater flowering plants, ferns and mosses, growing in water or soils that are saturated during most of the growing season;",definition,aquatic plant includes benthic detached algae brown algae red algae green algae golden algae phytoplankton marine freshwater flowering plant fern moss growing water soil saturated growing season
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Archaeological Human Remains""  means human remains, of aboriginal ancestry, that are found within Tsawwassen Territory and determined not to be the subject of investigation by police or a coroner;",definition,archaeological human remains mean human remains aboriginal ancestry found within territory determined subject investigation police coroner
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Associated Burial Object""  means an object that, by its attributes or location, can be demonstrated to have been placed in direct association with the burial or other funereal practice in respect of a human being, as part of the burial or other funereal practice;",definition,associated burial object mean object attribute location demonstrated placed direct association burial funereal practice respect human burial funereal practice
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Associated Entities"" means:",definition,associated entity mean
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(a),the Greater Vancouver Water District;,definition,greater vancouver water district
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(b),the Greater Vancouver Sewerage & Drainage District;,definition,greater vancouver sewerage drainage district
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(c),the Greater Vancouver Transportation Authority; and,definition,greater vancouver transportation authority
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(d),the Greater Vancouver Housing Corporation.,definition,greater vancouver housing corporation
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Beach Grove Parcels"" means the Beach Grove Parcels set out in Appendix O – 2;",definition,beach grove parcel mean beach grove parcel set appendix –
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Boundary Bay Parcels"" means the Boundary Bay Parcels set out in Appendix E – 2;",definition,boundary bay parcel mean boundary bay parcel set appendix e –
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Burns Bog Ecological Conservancy Area"" means the area set out in Appendix M that is administered under the Burns Bog Management Agreement between Canada, British Columbia, the Greater Vancouver Regional District and the Corporation of Delta, dated March 23, 2004, and managed as a functional raised bog ecosystem;",definition,burn bog ecological conservancy area mean area set appendix administered burn bog management agreement canada british columbia greater vancouver regional district corporation delta dated march managed functional raised bog ecosystem
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Canadian Total Allowable Catch""  means, in respect of a stock or species of Fish, the amount of the stock or species that the Minister determines is available for harvest or is harvested in Canadian waters in aboriginal, commercial and recreational fisheries;",definition,canadian total allowable catch mean respect stock specie fish amount stock specie minister determines available harvest harvested canadian water aboriginal commercial recreational fishery
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Capital Transfer"" means an amount paid by Canada to Tsawwassen First Nation under the Capital Transfer and Negotiation Loan Repayment chapter;",definition,capital transfer mean amount paid canada capital transfer negotiation loan repayment
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Certificate of Transfer"" means a certificate issued by Tsawwassen First Nation in accordance with Tsawwassen Law certifying that the transferee named in the certificate is a permitted transferee of a fee simple interest in Tsawwassen Lands;",definition,certificate transfer mean certificate issued accordance law certifying transferee named certificate permitted transferee fee simple interest land
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Child"" means an individual under the age of majority under Provincial Law;",definition,child mean individual age majority provincial law
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Child Care"" means the care, supervision, social or educational training, including preschool education, or physical or mental rehabilitative therapy, of a child under the age of 13 years, with or without charge, by a caregiver other than the child's Parent, but does not include an educational program provided under the School Act or the Independent School Act or a Tsawwassen Law in relation to kindergarten to grade 12 education;",definition,child care mean care supervision social educational training including preschool education physical mental rehabilitative therapy child age year without charge caregiver child parent include educational program provided school act independent school act law relation kindergarten grade education
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Child in Need of Protection"" has the same meaning as under Provincial Law;",definition,child need protection meaning provincial law
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Child Protection Service"" means a service that provides for the protection of Children, where the primary objective is the Safety and Well-Being of Children, having due regard for:",definition,child protection service mean service provides protection child primary objective safety wellbeing child due regard
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(a),"protection from abuse, neglect, and harm, or threat of abuse, neglect, or harm, and any need for intervention;",definition,protection abuse neglect harm threat abuse neglect harm need intervention
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(b),Children in Care;,definition,child care
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(c),"support of families and caregivers to provide a safe environment and prevent abuse, neglect, and harm, or threat of abuse, neglect, or harm; and",definition,support family caregiver provide safe environment prevent abuse neglect harm threat abuse neglect harm
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(d),support of kinship ties and a Child's attachment to the extended family;,definition,support kinship tie child attachment extended family
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Children in Care"" means a Child who is in the custody, care or guardianship of a Director or an individual designated with comparable authority under Tsawwassen Law;",definition,child care mean child custody care guardianship director individual designated comparable authority law
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Community Correctional Services"" means:",definition,community correctional service mean
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(a),"community supervision of offenders subject to court orders, including youth justice court orders, and offenders on conditional and interim release, including temporary release from a youth custody centre;",definition,community supervision offender subject court order including youth justice court order offender conditional interim release including temporary release youth custody centre
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(b),"preparation of reports for courts, correctional centres, youth custody centres, crown counsel and parole boards;",definition,preparation report court correctional centre youth custody centre crown counsel parole board
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(c),the operation of diversion programs and the supervision of diverted offenders;,definition,operation diversion program supervision diverted offender
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(d),provision of community based programs and interventions for offenders;,definition,provision community based program intervention offender
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(e),identification of and referral to appropriate community resources;,definition,identification referral appropriate community resource
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(f),assistance in establishing programs to meet the needs of youth in conflict with the law; and,definition,assistance establishing program meet need youth conflict law
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(g),other community correctional and community youth justice services as may be delivered by British Columbia or Canada from time to time;,definition,community correctional community youth justice service may delivered british columbia canada time time
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Conflict"" means actual conflict in operation or operational incompatibility;",definition,conflict mean actual conflict operation operational incompatibility
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Consult"" means provision to a party of:",definition,consult mean provision party
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(a),notice of a matter to be decided;,definition,notice matter decided
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(b),sufficient information in respect of the matter to permit the party to prepare its views on the matter;,definition,sufficient information respect matter permit party prepare view matter
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(c),a reasonable period of time to permit the party to prepare its views on the matter;,definition,reasonable period time permit party prepare view matter
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(d),an opportunity for the party to present its views on the matter; and,definition,opportunity party present view matter
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(e),a full and fair consideration of any views on the matter so presented by the party;,definition,full fair consideration view matter presented party
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Contaminated Sites"" has the same meaning as contaminated sites in the Environmental Management Act;",definition,contaminated site meaning contaminated site environmental management act
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Contamination"" has the same meaning as contamination in the Environmental Management Act;",definition,contamination meaning contamination environmental management act
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Core Mandatory Regional Services"" means those services that are core mandatory regional services delivered by the Greater Vancouver Regional District to all members as authorized under provincial legislation, Greater Vancouver Regional District letters patent or a service establishment bylaw adopted by the board of the Greater Vancouver Regional District;",definition,core mandatory regional service mean service core mandatory regional service delivered greater vancouver regional district member authorized provincial legislation greater vancouver regional district letter patent service establishment bylaw adopted board greater vancouver regional district
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Crown"" means Her Majesty the Queen in right of Canada or Her Majesty the Queen in right of British Columbia, as the case may be;",definition,crown mean majesty queen right canada majesty queen right british columbia case may
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Crown Corridor"" means a road, highway or right of way, including the Road Allowance, that is on Crown land and is used for transportation or public utility purposes, including Highway #17 and Deltaport Way;",definition,crown corridor mean road highway right way including road allowance crown land used transportation public utility purpose including highway deltaport way
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Cultural Heritage Site"" means an area within a National Park or National Marine Conservation Area that has heritage value to a group, including aboriginal people, a community and other Canadians, and may include a traditional use, archaeological, funereal or sacred site;",definition,cultural heritage site mean area within national park national marine conservation area heritage value group including aboriginal people community canadian may include traditional use archaeological funereal sacred site
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Cultural Property"" means:",definition,cultural property mean
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(a),"ceremonial regalia and similar personal property associated with a chief, clan or family; or",definition,ceremonial regalia similar personal property associated chief clan family
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(b),other personal property that has cultural significance to Tsawwassen First Nation;,definition,personal property cultural significance
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Deltaport Way Corridor"" means the Road Allowance and any area of land occupied by the Railway Works, as shown in Appendix R;",definition,deltaport way corridor mean road allowance area land occupied railway work shown appendix r
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Designated Migratory Bird Population"" means a population of a species of Migratory Bird that has been designated by the Minister under the Migratory Birds chapter;",definition,designated migratory bird population mean population specie migratory bird designated minister migratory bird
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Designated Wildlife Species"" means a species of Wildlife designated under clause 27 of the Wildlife chapter;",definition,designated wildlife specie mean specie wildlife designated clause wildlife
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Direct"" has the same meaning, for the purposes of distinguishing between a direct tax and an indirect tax, as in class 2 of section 92 of the Constitution Act, 1867;",definition,direct meaning purpose distinguishing direct tax indirect tax class constitution act
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Director"" means an individual designated as a director by the Minister under the Child, Family and Community Service Act or the Adoption Act, as applicable;",definition,director mean individual designated director minister child family community service act adoption act applicable
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Disagreement"" means any conflict or dispute to which the Dispute Resolution chapter applies as set out in clause 6 of that chapter;",definition,disagreement mean conflict dispute dispute resolution applies set clause
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Dispose"" means, except in the Taxation chapter, to transfer or alienate by any method and includes assign, give, sell, grant, charge, convey, bequeath, devise, lease, divest, release, and agree to do any of those things;",definition,dispose mean except taxation transfer alienate method includes assign give sell grant charge convey bequeath devise lease divest release agree thing
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Domestic Purposes"" means food, social or ceremonial purposes;",definition,domestic purpose mean food social ceremonial purpose
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Effective Date"" means the date upon which this Agreement takes effect;",definition,effective date mean date upon agreement take effect
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Enhancement Initiative"" means an initiative that is intended to result in an increase in the abundance or variety of a stock or species of Fish through:",definition,enhancement initiative mean initiative intended result increase abundance variety stock specie fish
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(a),the creation of or improvement to Fish habitat; or,definition,creation improvement fish habitat
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(b),the application of Fish culture technology;,definition,application fish culture technology
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Environment"" means the components of the earth and includes:",definition,environment mean component earth includes
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(a),"air, land, and water;",definition,air land water
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(b),all layers of the atmosphere;,definition,layer atmosphere
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(c),all organic and inorganic matter and living organisms; and,definition,organic inorganic matter living organism
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(d),"interacting natural systems that include the components referred to in a, b or c;",definition,interacting natural system include component referred b c
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Environmental Assessment"" means an assessment of the environmental effects of a project;",definition,environmental assessment mean assessment environmental effect project
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Environmental Emergency"" means an uncontrolled, unplanned, or accidental release, or release in contravention of laws or regulations, of a substance into the Environment, or the reasonable likelihood of such a release into the Environment, that:",definition,environmental emergency mean uncontrolled unplanned accidental release release contravention law regulation substance environment reasonable likelihood release environment
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(a),has or may have an immediate or long term harmful effect on the Environment;,definition,may immediate long term harmful effect environment
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(b),constitutes or may constitute a danger to the Environment on which human life depends; or,definition,constitutes may constitute danger environment human life depends
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(c),constitutes or may constitute a danger in Canada to human life or health;,definition,constitutes may constitute danger canada human life health
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Family Development Service"" means a service that provides support and development for community life and the wellbeing of families;",definition,family development service mean service provides support development community life wellbeing family
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Federal Expropriating Authority"" means Canada or any other entity authorized under federal legislation to expropriate land or an interest in land;",definition,federal expropriating authority mean canada entity authorized federal legislation expropriate land interest land
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Federal Law"" includes federal statutes, regulations, ordinances, orders-in-council, and the common law;",definition,federal law includes federal statute regulation ordinance ordersincouncil common law
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Federal and Provincial Law"" means a Federal Law and a Provincial Law;",definition,federal provincial law mean federal law provincial law
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Federal or Provincial Law"" means a Federal Law or a Provincial Law;",definition,federal provincial law mean federal law provincial law
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Federal Project"" means a project, as defined in the Canadian Environmental Assessment Act, that is subject to an Environmental Assessment under that act;",definition,federal project mean project defined canadian environmental assessment act subject environmental assessment act
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Federal Settlement Legislation"" means the act of Parliament that gives effect to this Agreement;",definition,federal settlement legislation mean act parliament give effect agreement
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""First Nation Government in British Columbia"" means the government of a First Nation in British Columbia that has a treaty or a lands claims agreement in effect with Canada and British Columbia;",definition,government british columbia mean government british columbia treaty land claim agreement effect canada british columbia
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Fiscal Financing Agreement"" means an agreement negotiated among the Parties in accordance with the Fiscal Relations chapter;",definition,fiscal financing agreement mean agreement negotiated among party accordance fiscal relation
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,,"""Fish"" means:",definition,fish mean
Tsawwassen First Nation Final Agreement,2007,Chapter 1 - Definitions,,(0)(a),"fish, Intertidal Bivalves and other shellfish, crustaceans and marine animals, excluding cetaceans;",definition,fish intertidal bivalve shellfish crustacean marine animal excluding cetacean
