Agreement,Year,Part,Section,Provision Reference,Provision Text,search_part,search_text
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Supporting Black Canadian Communities ,,"

Budget 2021 proposes to provide $200 million in 2021-22 to Employment and
					Social Development Canada to establish a new Black-led Philanthropic Endowment Fund. This fund would
					be led by Black Canadians and would create a sustainable source of funding, including for Black
					youth and social purpose organizations, and help combat anti-Black racism and improve social and
					economic outcomes in Black communities.
					


Gender-Based Analysis+



",equal canada supporting black canadian community,budget proposes provide million employment social development canada establish new blackled philanthropic endowment fund fund would led black canadian would create sustainable source funding including black youth social purpose organization help combat antiblack racism improve social economic outcome black community genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Supporting Black Canadian Communities ,,"

Budget 2021 proposes to provide $100 million in 2021-22 to the Supporting Black
					Canadian Communities Initiative at Employment and Social Development Canada.
					


Gender-Based Analysis+



",equal canada supporting black canadian community,budget proposes provide million supporting black canadian community initiative employment social development canada genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,The Supporting Black Canadian Communities Initiative,,"The Supporting Black Canadian Communities Initiative is administered by Employment and Social
					Development Canada. The program supports capacity-building of Black-led non-profit organizations so
					they can better serve Black Canadian communities. ",equal canada supporting black canadian community initiative,supporting black canadian community initiative administered employment social development canada program support capacitybuilding blackled nonprofit organization better serve black canadian community
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,The Supporting Black Canadian Communities Initiative,,Organizations that recently received funding include: ,equal canada supporting black canadian community initiative,organization recently received funding include
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,The Supporting Black Canadian Communities Initiative,,"Black Wellness Cooperative of Nova Scotia (Bedford, NS): This organization provides expertise,
						knowledge, and training to promote health, wellness, and fitness among the African Nova Scotian
						and Mi'kmaq communities.",equal canada supporting black canadian community initiative,black wellness cooperative nova scotia bedford n organization provides expertise knowledge training promote health wellness fitness among african nova scotian mikmaq community
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,The Supporting Black Canadian Communities Initiative,,"Association Francophone de Brooks (Brooks, AB): 90 per cent of the francophone community of
						Brooks is of African origin. This organization offers activities for young people, community
						celebrations, and social activities for families in the francophone community of Brooks. ",equal canada supporting black canadian community initiative,association francophone de brook brook ab per cent francophone community brook african origin organization offer activity young people community celebration social activity family francophone community brook
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,The Supporting Black Canadian Communities Initiative,,"Youth Stars Foundation (Montréal, QC): This organization supports vulnerable youth populations,
						including Black youth, by offering a variety of programs and workshops that use the arts,
						sports, dance, and music to foster life skills, promote self-esteem, and strengthen
						interpersonal skills.",equal canada supporting black canadian community initiative,youth star foundation montréal qc organization support vulnerable youth population including black youth offering variety program workshop use art sport dance music foster life skill promote selfesteem strengthen interpersonal skill
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,The Supporting Black Canadian Communities Initiative,,"Mobilizing the reach and expertise of community-based organizations is an important tool for empowering Black
			communities and confronting systemic economic barriers. It also ensures that federal investments best serve
			the needs of their communities. New research published by the Network for the Advancement of Black
			Communities and Carleton University found that Black-led and Black-serving charities receive significantly
			less grant funding than other charities in Canada. ",equal canada supporting black canadian community initiative,mobilizing reach expertise communitybased organization important tool empowering black community confronting systemic economic barrier also ensures federal investment best serve need community new research published network advancement black community carleton university found blackled blackserving charity receive significantly le grant funding charity canada
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Better Data for Better Outcomes ,,"For every Canadian to reach their full potential, we need to properly understand the circumstances in which
			people live and the barriers they face. We cannot improve what we cannot measure.",equal canada better data better outcome,every canadian reach full potential need properly understand circumstance people live barrier face improve measure
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Better Data for Better Outcomes ,,"At present, Canada lacks the detailed statistical data that governments, public institutions, academics, and
			advocates need in order to take fully informed policy actions and effectively address racial and social
			inequities. From a detailed understanding of demographic trends to economic and employment data, Statistics
			Canada has a vital role to play in providing the evidence-based foundation upon which good, effective
			policies can be built—policies that bring the impacts on marginalized groups into the heart of
			decision-making. ",equal canada better data better outcome,present canada lack detailed statistical data government public institution academic advocate need order take fully informed policy action effectively address racial social inequity detailed understanding demographic trend economic employment data statistic canada vital role play providing evidencebased foundation upon good effective policy built—policies bring impact marginalized group heart decisionmaking
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Better Data for Better Outcomes ,,"Journalists and researchers have long worked to tell the stories of where and why disparities in our society
			exist—whether among racialized groups or the power gap that exists between men and women that leads
			women’s careers to stall. Better disaggregated data will mean that investigative efforts or research
			projects like this will have more and better data to analyze.",equal canada better data better outcome,journalist researcher long worked tell story disparity society exist—whether among racialized group power gap exists men woman lead woman ’ career stall better disaggregated data mean investigative effort research project like better data analyze
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Better Data for Better Outcomes ,,"

Budget 2021 proposes to provide $172 million over five years, starting in
					2021-22, with $36.3 million ongoing, to Statistics Canada to implement a Disaggregated Data Action
					Plan that will fill data and knowledge gaps. This funding will support more representative data
					collection, enhance statistics on diverse populations, and support the government’s, and
					society’s, efforts to address systemic racism, gender gaps—including the power gaps between
					men and women—and bring fairness and inclusion considerations into decision making.
					


Gender-Based Analysis+



",equal canada better data better outcome,budget proposes provide million five year starting million ongoing statistic canada implement disaggregated data action plan fill data knowledge gap funding support representative data collection enhance statistic diverse population support government ’ society ’ effort address systemic racism gender gaps—including power gap men women—and bring fairness inclusion consideration decision making genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Better Data for Better Outcomes ,,"Building on other investments in Budget 2021, this provides a combined $250 million over five years to
			Statistics Canada, ensuring Canada has the data it needs to make evidence-based decisions across priorities
			including disaggregated data, health, quality of life, the environment, justice, and business and the
			economy.",equal canada better data better outcome,building investment budget provides combined million five year statistic canada ensuring canada data need make evidencebased decision across priority including disaggregated data health quality life environment justice business economy
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Better Data for Better Outcomes ,,"To modernize Canada’s justice system, support evidence-based policies, and ensure accountability within
			the criminal justice system, the government needs to update and fill gaps in its collection and use of data.
		",equal canada better data better outcome,modernize canada ’ justice system support evidencebased policy ensure accountability within criminal justice system government need update fill gap collection use data
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Better Data for Better Outcomes ,,"

Budget 2021 proposes to provide $6.7 million over five years, starting in
					2021-22, and $1.4 million ongoing, to Justice Canada and Statistics Canada to improve the collection
					and use of disaggregated data. This is part of ongoing efforts to address the overrepresentation of
					Indigenous peoples and racialized groups in the justice system.
					


Gender-Based Analysis+



",equal canada better data better outcome,budget proposes provide million five year starting million ongoing justice canada statistic canada improve collection use disaggregated data ongoing effort address overrepresentation indigenous people racialized group justice system genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Better Data for Better Outcomes ,,"Comprehensive academic research enhances our understanding of the causes of discrimination, the impact of
			oppression on Canadians and our communities, and strategies to support greater justice, equity, and
			accountability.",equal canada better data better outcome,comprehensive academic research enhances understanding cause discrimination impact oppression canadian community strategy support greater justice equity accountability
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Better Data for Better Outcomes ,,"

Budget 2021 proposes to provide $12 million over three years, starting in
					2021-22, to the Social Sciences and Humanities Research Council to fund academic research into
					systemic barriers facing diverse groups. This research will help inform actions to address social
					disparities related to race, gender, and other forms of diversity.
					


Gender-Based Analysis+



",equal canada better data better outcome,budget proposes provide million three year starting social science humanity research council fund academic research systemic barrier facing diverse group research help inform action address social disparity related race gender form diversity genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Making the Public Service More Diverse ,,"Canadians should have confidence that their public sector workforce is representative of the communities it
			serves. In the 2020 Speech from the Throne, the government committed to implementing an action plan to
			increase diversity in hiring and appointments within the public service.",equal canada making public service diverse,canadian confidence public sector workforce representative community serf speech throne government committed implementing action plan increase diversity hiring appointment within public service
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Making the Public Service More Diverse ,,"

Budget 2021 proposes amendments to the Public Service Employment Act
					to affirm the importance of a diverse and inclusive workforce and avoid biases and barriers in
					hiring.
					


Gender-Based Analysis+



",equal canada making public service diverse,budget proposes amendment public service employment act affirm importance diverse inclusive workforce avoid bias barrier hiring genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,7.2 An Economic Recovery that Includes Everyone,,"As Canada recovers from the COVID-19 pandemic, the Government of Canada is committed to building a more
			inclusive society that leaves no one behind. This includes providing programs and services that better
			respond to the unique needs of vulnerable people and improve quality of life for all Canadians.",equal canada economic recovery includes everyone,canada recovers covid pandemic government canada committed building inclusive society leaf one behind includes providing program service better respond unique need vulnerable people improve quality life canadian
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Increasing Old Age Security for Canadians 75 and Over,,"During the pandemic, many seniors have faced economic challenges as they took on extra costs to stay safe.
			Additionally, many seniors are living longer and relying on monthly benefits to afford retirement. After a
			lifetime of hard work, they deserve a secure and dignified retirement. That is why the government is
			committed to increasing Old Age Security (OAS) benefits for seniors age 75 and older.",equal canada increasing old age security canadian,pandemic many senior faced economic challenge took extra cost stay safe additionally many senior living longer relying monthly benefit afford retirement lifetime hard work deserve secure dignified retirement government committed increasing old age security oas benefit senior age older
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Increasing Old Age Security for Canadians 75 and Over,,The government plans to implement this commitment in two steps.,equal canada increasing old age security canadian,government plan implement commitment two step
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Increasing Old Age Security for Canadians 75 and Over,,"

Budget 2021 proposes to meet the immediate needs of this group of seniors by
					providing a one-time payment of $500 in August 2021 to OAS pensioners who will be 75 or over as of
					June 2022.
					


Gender-Based Analysis+



",equal canada increasing old age security canadian,budget proposes meet immediate need group senior providing onetime payment august oas pensioner june genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Increasing Old Age Security for Canadians 75 and Over,,"

Budget 2021 then proposes to introduce legislation to increase regular OAS
					payments for pensioners 75 and over by 10 per cent on an ongoing basis as of July 2022. This would
					increase the benefits for approximately 3.3 million seniors, providing additional benefits of $766
					to full pensioners in the first year, and indexed to inflation going forward. This would give
					seniors more financial security later in life, particularly at the time when they face increased
					care expenses and greater risk of running out of savings.
					


Gender-Based Analysis+



",equal canada increasing old age security canadian,budget proposes introduce legislation increase regular oas payment pensioner per cent ongoing basis july would increase benefit approximately million senior providing additional benefit full pensioner first year indexed inflation going forward would give senior financial security later life particularly time face increased care expense greater risk running saving genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Increasing Old Age Security for Canadians 75 and Over,,"In total, these two measures represent $12 billion over five years in additional financial support,
			beginning in 2021-22, and at least $3 billion per year ongoing, to be delivered by Employment and Social
			Development Canada.",equal canada increasing old age security canadian,total two measure represent billion five year additional financial support beginning least billion per year ongoing delivered employment social development canada
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Increasing Old Age Security for Canadians 75 and Over,,"Statutory funding authority would be sought to make the one-time payment. Changes to the Old Age Security
				Act would be made to implement the benefit increase as of July 2022, and to exempt the one-time
			payment from the definition of income for the Guaranteed Income Supplement.",equal canada increasing old age security canadian,statutory funding authority would sought make onetime payment change old age security act would made implement benefit increase july exempt onetime payment definition income guaranteed income supplement
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Increasing Old Age Security for Canadians 75 and Over,,"After working hard throughout his career as a barber, Matthieu retired about a
					decade ago and will turn 75 in June 2022. He is in good health and looking forward to many more
					healthy years in his retirement.",equal canada increasing old age security canadian,working hard throughout career barber matthieu retired decade ago turn june good health looking forward many healthy year retirement
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Increasing Old Age Security for Canadians 75 and Over,,"But because of that, Matthieu is also starting to worry that his retirement savings could run out at
					some point, which he has been drawing on to complement his monthly OAS and Canada Pension Plan
					payments. With the proposed measure, Matthieu will have an extra $500 to spend this year. The
					permanent increase to his OAS benefits as of July 2022 will then give him an estimated $766 more in
					benefits over the following twelve months. This amount will rise over the years, as Old Age Security
					benefits are increased in line with the Consumer Price Index every quarter. Matthieu will have a
					greater sense of financial security in his later years as the measure would help ensure that he has
					support and can reduce reliance on his savings. ",equal canada increasing old age security canadian,matthieu also starting worry retirement saving could run point drawing complement monthly oas canada pension plan payment proposed measure matthieu extra spend year permanent increase oas benefit july give estimated benefit following twelve month amount rise year old age security benefit increased line consumer price index every quarter matthieu greater sense financial security later year measure would help ensure support reduce reliance saving
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Towards a New Disability Benefit,,"Since 2015, the government has taken steps towards building an inclusive and resilient economy that supports
			people with disabilities. In addition to enacting groundbreaking legislation to create a barrier-free
			Canada, the government has also taken concrete steps to help people with disabilities receive enhanced
			programming and access to benefits, savings plans, and education funding. ",equal canada towards new disability benefit,since government taken step towards building inclusive resilient economy support people disability addition enacting groundbreaking legislation create barrierfree canada government also taken concrete step help people disability receive enhanced programming access benefit saving plan education funding
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Towards a New Disability Benefit,,"The pandemic has exposed many of the long-standing challenges persons with disabilities face, including an
			increased risk of poverty. The Government of Canada has a number of programs and services in place that
			provide support to Canadians with disabilities but these are often complex and can be difficult to navigate
			for users. To ensure all persons with disabilities have the support they need to overcome persistent
			barriers to full economic and social participation, the government is committed to bringing forward a new
			disability benefit. ",equal canada towards new disability benefit,pandemic exposed many longstanding challenge person disability face including increased risk poverty government canada number program service place provide support canadian disability often complex difficult navigate user ensure person disability support need overcome persistent barrier full economic social participation government committed bringing forward new disability benefit
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Towards a New Disability Benefit,,"


					Budget 2021 proposes to provide $11.9 million over three years, starting in 2021-22, to Employment
					and Social Development Canada to undertake consultations to reform the eligibility process for
					federal disability programs and benefits. This will help maximize the reach of these programs and
					improve the lives of Canadians living with disabilities. This work would feed directly into the
					design of a new disability benefit.
					


Gender-Based Analysis+



",equal canada towards new disability benefit,budget proposes provide million three year starting employment social development canada undertake consultation reform eligibility process federal disability program benefit help maximize reach program improve life canadian living disability work would feed directly design new disability benefit genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Towards a New Disability Benefit,,"In preparation for legislation, the government will undertake extensive consultations with stakeholders on
			the design of the new benefit and engage with provinces and territories, which play a central role in
			providing support to many Canadians with disabilities. Employment and Social Development Canada will also
			establish a steering committee to oversee the development of this work, alongside the Canada Revenue Agency,
			the Department of Finance Canada and Veterans Affairs Canada. ",equal canada towards new disability benefit,preparation legislation government undertake extensive consultation stakeholder design new benefit engage province territory play central role providing support many canadian disability employment social development canada also establish steering committee oversee development work alongside canada revenue agency department finance canada veteran affair canada
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Improving Access to the Disability Tax Credit ,,"In 2017, the Government of Canada reinstated the Canada Revenue Agency’s Disability Advisory Committee
			to ensure tax measures for persons with disabilities are administered in a fair, transparent, and accessible
			way. Since the release of the committee’s first annual report in 2019, the government has introduced
			many important changes, including improvements to its communications and outreach activities for the
			Disability Tax Credit and changes to Registered Disability Savings Plans to better protect beneficiaries. As
			the government considers new recommendations from the committee, released in a second report on April 9,
			2021, the government is proposing to take further steps to act on the guidance of the committee by improving
			the eligibility criteria for mental functions and life-sustaining therapy. To help more families and people
			living with disabilities access the Disability Tax Credit, and other related support measures like the
			Registered Disability Savings Plan and the Child Disability Benefit: ",equal canada improving access disability tax credit,government canada reinstated canada revenue agency ’ disability advisory committee ensure tax measure person disability administered fair transparent accessible way since release committee ’ first annual report government introduced many important change including improvement communication outreach activity disability tax credit change registered disability saving plan better protect beneficiary government considers new recommendation committee released second report april government proposing take step act guidance committee improving eligibility criterion mental function lifesustaining therapy help family people living disability access disability tax credit related support measure like registered disability saving plan child disability benefit
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Improving Access to the Disability Tax Credit ,,"


					Budget 2021 proposes to update the list of mental functions of everyday life that is used for
					assessment for the Disability Tax Credit. Using terms that are more clinically relevant would make
					it easier to be assessed, reduce delays, and improve access to benefits.
					


Gender-Based Analysis+



",equal canada improving access disability tax credit,budget proposes update list mental function everyday life used assessment disability tax credit using term clinically relevant would make easier assessed reduce delay improve access benefit genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Improving Access to the Disability Tax Credit ,,"


					Budget 2021 also proposes to recognize more activities in determining time spent on life-sustaining
					therapy and to reduce the minimum required frequency of therapy to qualify for the Disability Tax
					Credit. To ensure these changes enable applicants to have a fair and proper assessment of their
					eligibility for the Disability Tax Credit, the government will undertake a review of these changes
					in 2023.
					


Gender-Based Analysis+



",equal canada improving access disability tax credit,budget also proposes recognize activity determining time spent lifesustaining therapy reduce minimum required frequency therapy qualify disability tax credit ensure change enable applicant fair proper assessment eligibility disability tax credit government undertake review change genderbased analysis
"Archived - Part 3: A
			Resilient and Inclusive Recovery",2021,Chapter 7: A More Equal Canada,Improving Access to the Disability Tax Credit ,,"It is estimated that, as a result of these measures, an additional 45,000 people will qualify for the
			Disability Tax Credit, and related benefit programs linked to its eligibility, each year. This represents
			$376 million in additional support over five years, starting in 2021-22.",equal canada improving access disability tax credit,estimated result measure additional people qualify disability tax credit related benefit program linked eligibility year represents million additional support five year starting
