agreement,year,provisionNum,topic,provisionText
Westbank First Nation Self Government Agreement,2003,0,Preamble,WHEREAS:
Westbank First Nation Self Government Agreement,2003,0,Preamble,the Parties to this Agreement acknowledge that they may have different legal views as to the scope and content of an inherent right of self-government;
Westbank First Nation Self Government Agreement,2003,0,Preamble,WHEREAS:
Westbank First Nation Self Government Agreement,2003,0,Preamble,the Parties nevertheless intend by this Agreement to set out certain arrangements for a number of jurisdictions for implementation of the inherent right of self-government by Westbank First Nation on Westbank Lands without taking any definitive positions with respect to how an inherent right of self-government may ultimately be defined at law;
Westbank First Nation Self Government Agreement,2003,0,Preamble,WHEREAS:
Westbank First Nation Self Government Agreement,2003,0,Preamble,"Westbank First Nation asserts that it has unextinguished aboriginal title, and jurisdictions based on aboriginal title and that its aboriginal title includes Westbank Lands;"
Westbank First Nation Self Government Agreement,2003,0,Preamble,WHEREAS:
Westbank First Nation Self Government Agreement,2003,0,Preamble,Westbank First Nation states that it is part of the Okanagan Nation. This Agreement is without prejudice to other First Nations within the Okanagan Nation or to their systems or institutions of self-governance;
Westbank First Nation Self Government Agreement,2003,0,Preamble,WHEREAS:
Westbank First Nation Self Government Agreement,2003,0,Preamble,Westbank First Nation recognizes the need to provide good government for all persons residing on Westbank Lands;
Westbank First Nation Self Government Agreement,2003,0,Preamble,WHEREAS:
Westbank First Nation Self Government Agreement,2003,0,Preamble,Westbank First Nation will continue to consult and may enter into agreements with neighbouring local governments to maintain good relations and coordinate activities or in respect of other such matters as Westbank First Nation desires.
Westbank First Nation Self Government Agreement,2003,0,Preamble,NOW THEREFORE THE PARTIES AGREE TO THE FOLLOWING AS THE AGREEMENT:
Westbank First Nation Self Government Agreement,2003,0,Part I - Definitions,In this Agreement:
Westbank First Nation Self Government Agreement,2003,0,Part I - Definitions,"""Agreement"" means this Agreement between Westbank First Nation and Canada."
Westbank First Nation Self Government Agreement,2003,0,Part I - Definitions,"""Band"" means the body of Indians declared to be a band for the purposes of the Indian Act by P.C. 1973-3571, referred to as ""Westbank First Nation""."
Westbank First Nation Self Government Agreement,2003,0,Part I - Definitions,"""Community Purpose"" means a purpose which is intended to provide a facility, benefit or support for the Members or persons residing on Westbank Lands, and is limited to transportation and utility corridors and requirements related to transportation and utility corridors."
Westbank First Nation Self Government Agreement,2003,0,Part I - Definitions,"""conflict"" means actual conflict in operation."
Westbank First Nation Self Government Agreement,2003,0,Part I - Definitions,"""Constitution"" means the constitution of Westbank First Nation established and ratified in accordance with this Agreement."
Westbank First Nation Self Government Agreement,2003,0,Part I - Definitions,"""Council"" means the governing council of Westbank First Nation."
Westbank First Nation Self Government Agreement,2003,0,Part I - Definitions,"""Effective Date"" means the date the Legislation comes into force."
Westbank First Nation Self Government Agreement,2003,0,Part I - Definitions,"""expropriation"" means a taking of an interest or all interests in Westbank Lands through a process established by sections 111 to 124 or by Westbank Law established in accordance with section 105."
Westbank First Nation Self Government Agreement,2003,0,Part I - Definitions,"""intellectual property"" includes any intangible property right resulting from intellectual activity in the industrial, scientific, literary, or artistic fields, including, but not limited to, any right relating to patents, copyrights, trademarks, industrial designs, or plant breeders' rights."
Westbank First Nation Self Government Agreement,2003,0,Part I - Definitions,"""interest in Westbank Lands"" means any estate, right or interest of any nature in Westbank Lands recognized by law, including for greater certainty any leasehold interest, but does not include title to Westbank Lands as referred to in section 87."
Westbank First Nation Self Government Agreement,2003,0,Part I - Definitions,"""jurisdiction"" means law-making authority."
Westbank First Nation Self Government Agreement,2003,0,Part I - Definitions,"""Legislation"" means an act of Parliament which confirms and implements and gives effect to this Agreement."
Westbank First Nation Self Government Agreement,2003,0,Part I - Definitions,"""Licence"", in relation to Westbank Lands, means any right of use or occupation of the land other than an interest in Westbank Lands."
Westbank First Nation Self Government Agreement,2003,0,Part I - Definitions,"""Member"" means a member of Westbank First Nation as defined in the Constitution."
Westbank First Nation Self Government Agreement,2003,0,Part I - Definitions,"""Mentally Incompetent"" means a person who pursuant to the laws of the Province, had been found to be mentally defective or incompetent for the purposes of any laws of the Province providing for the administration of estates of mentally defective or incompetent persons."
Westbank First Nation Self Government Agreement,2003,0,Part I - Definitions,"""Minerals"" means and includes gold, silver and all naturally occurring useful minerals, but shall not include peat, coal, petroleum, natural gas, bitumen, oil shales, limestone, marble, clay, gypsum or any building stone when mined for building purposes, earth, ash, marl, gravel, sand or any element which forms part of the agricultural surface of the land."
Westbank First Nation Self Government Agreement,2003,0,Part I - Definitions,"""ordinarily resident"" means the place where, in the settled routine of a person's life, that person regularly, normally or customarily lives."
Westbank First Nation Self Government Agreement,2003,0,Part I - Definitions,"""Parties"" means Westbank First Nation and Canada."
Westbank First Nation Self Government Agreement,2003,0,Part I - Definitions,"""province"" means the province of British Columbia."
Westbank First Nation Self Government Agreement,2003,0,Part I - Definitions,"""Westbank First Nation"" means the body of people formerly known as the Band under the Indian Act and for whose use and benefit in common Westbank Lands have been set apart by Her Majesty the Queen."
Westbank First Nation Self Government Agreement,2003,0,Part I - Definitions,"""Westbank Lands"" are:"
Westbank First Nation Self Government Agreement,2003,0a,Part I - Definitions,"the following existing Westbank Indian reserves:
      
Mission Creek Indian Reserve Number 8 in the province;
Tsinstikeptum Indian Reserve Number 9 in the province;
Tsinstikeptum Indian Reserve Number 10 in the province;
Medicine Hill Indian Reserve Number 11 in the province;
Medicine Creek Indian Reserve Number 12 in the province;

"
Westbank First Nation Self Government Agreement,2003,0ai,Part I - Definitions,Mission Creek Indian Reserve Number 8 in the province;
Westbank First Nation Self Government Agreement,2003,0aii,Part I - Definitions,Tsinstikeptum Indian Reserve Number 9 in the province;
Westbank First Nation Self Government Agreement,2003,0aiii,Part I - Definitions,Tsinstikeptum Indian Reserve Number 10 in the province;
Westbank First Nation Self Government Agreement,2003,0aiv,Part I - Definitions,Medicine Hill Indian Reserve Number 11 in the province;
Westbank First Nation Self Government Agreement,2003,0av,Part I - Definitions,Medicine Creek Indian Reserve Number 12 in the province;
Westbank First Nation Self Government Agreement,2003,0b,Part I - Definitions,lands set apart by Canada in the future as lands reserved for Westbank First Nation within the meaning of subsection 91(24) of the Constitution Act 1867.
Westbank First Nation Self Government Agreement,2003,0,Part I - Definitions,"""Westbank Law"" means laws of Westbank First Nation enacted in accordance with the jurisdictions described in this Agreement, and the Constitution."
Westbank First Nation Self Government Agreement,2003,1,Part II - Fundamental Principles,"

The purpose of this Agreement is to implement aspects of the inherent right of self-government by Westbank First Nation on Westbank Lands based on the recognition that the inherent right of self-government is an existing aboriginal right within section 35 of the Constitution Act, 1982.
This Agreement is not intended to constitute an expression by the Parties of any definitive legal views with respect to how an inherent right of self-government may ultimately be defined at law.

"
Westbank First Nation Self Government Agreement,2003,1a,Part II - Fundamental Principles,"The purpose of this Agreement is to implement aspects of the inherent right of self-government by Westbank First Nation on Westbank Lands based on the recognition that the inherent right of self-government is an existing aboriginal right within section 35 of the Constitution Act, 1982."
Westbank First Nation Self Government Agreement,2003,1b,Part II - Fundamental Principles,This Agreement is not intended to constitute an expression by the Parties of any definitive legal views with respect to how an inherent right of self-government may ultimately be defined at law.
Westbank First Nation Self Government Agreement,2003,2,Part II - Fundamental Principles,"

This Agreement is not intended to restrict the capacity of Westbank First Nation to participate in any other process that may be established to implement the inherent right of self-government by First Nations on a tribal, regional or national basis.
Canada retains the discretion to set its criteria for parties with whom it negotiates self-government arrangements.

"
Westbank First Nation Self Government Agreement,2003,2a,Part II - Fundamental Principles,"This Agreement is not intended to restrict the capacity of Westbank First Nation to participate in any other process that may be established to implement the inherent right of self-government by First Nations on a tribal, regional or national basis."
Westbank First Nation Self Government Agreement,2003,2b,Part II - Fundamental Principles,Canada retains the discretion to set its criteria for parties with whom it negotiates self-government arrangements.
Westbank First Nation Self Government Agreement,2003,3,Part II - Fundamental Principles,"The arrangements set out in this Agreement reflect a government-to-government relationship between the Parties, within the framework of the Constitution of Canada and with the recognition that the inherent right of self-government is an existing aboriginal right within section 35 of the Constitution Act, 1982."
Westbank First Nation Self Government Agreement,2003,4,Part II - Fundamental Principles,"

This Agreement shall not constitute a treaty. This Agreement is without prejudice to treaty-making in British Columbia.
On the effective date of a treaty involving Westbank First Nation, Canada and the province, where that treaty includes governance provisions, this Agreement and any implementing legislation shall be superseded by that treaty.

"
Westbank First Nation Self Government Agreement,2003,4a,Part II - Fundamental Principles,This Agreement shall not constitute a treaty. This Agreement is without prejudice to treaty-making in British Columbia.
Westbank First Nation Self Government Agreement,2003,4b,Part II - Fundamental Principles,"On the effective date of a treaty involving Westbank First Nation, Canada and the province, where that treaty includes governance provisions, this Agreement and any implementing legislation shall be superseded by that treaty."
Westbank First Nation Self Government Agreement,2003,5,Part II - Fundamental Principles,"Westbank Lands are ""lands reserved for the Indians"" under subsection 91(24) of the Constitution Act, 1867, and are reserves set apart by Her Majesty the Queen in right of Canada for the use and benefit of Westbank First Nation."
Westbank First Nation Self Government Agreement,2003,6,Part II - Fundamental Principles,"Nothing in this Agreement or the Legislation shall be construed as limiting or restricting either Party's position with respect to aboriginal rights, title, jurisdictions or interests."
Westbank First Nation Self Government Agreement,2003,7,Part II - Fundamental Principles,"Nothing in this Agreement or the Legislation shall be construed to abrogate or derogate from aboriginal rights recognized and affirmed by section 35 of the Constitution Act, 1982."
Westbank First Nation Self Government Agreement,2003,8,Part II - Fundamental Principles,"For greater certainty, nothing in this Agreement shall be construed as recognising or denying any aboriginal rights recognised and affirmed by section 35 of the Constitution Act, 1982."
Westbank First Nation Self Government Agreement,2003,9,Part II - Fundamental Principles,Members who are Canadian citizens or permanent residents of Canada shall continue to be entitled to all of the rights and benefits of all other Canadian citizens or permanent residents of Canada applicable to them from time to time.
Westbank First Nation Self Government Agreement,2003,10,Part II - Fundamental Principles,"Westbank First Nation, or its Members, or both, shall be eligible to participate in and benefit from federal programs for aboriginal people in accordance with general criteria established from time to time, to the extent that Westbank First Nation has not assumed responsibility for provision of such benefits or programs."
Westbank First Nation Self Government Agreement,2003,11,Part II - Fundamental Principles,"Westbank First Nation, or its Members, or both, shall be entitled to rights under applicable federal legislation for Indians, Bands or aboriginal people in accordance with general criteria established under the legislation from time to time."
Westbank First Nation Self Government Agreement,2003,12,Part II - Fundamental Principles,The implementation of this Agreement shall not affect the Okanagan Nation or other First Nations within the Okanagan Nation in their assertion of an inherent right of self-government.
Westbank First Nation Self Government Agreement,2003,13,Part II - Fundamental Principles,"The Parties agree that:
      
notwithstanding this Agreement, the overall fiduciary relationship between the Parties shall continue; and
as Westbank First Nation exercises jurisdiction and authority pursuant to this Agreement, fiduciary obligations owed by Canada to Westbank First Nation shall be as determined by the law respecting fiduciary relationships.

"
Westbank First Nation Self Government Agreement,2003,13a,Part II - Fundamental Principles,"notwithstanding this Agreement, the overall fiduciary relationship between the Parties shall continue; and"
Westbank First Nation Self Government Agreement,2003,13b,Part II - Fundamental Principles,"as Westbank First Nation exercises jurisdiction and authority pursuant to this Agreement, fiduciary obligations owed by Canada to Westbank First Nation shall be as determined by the law respecting fiduciary relationships."
Westbank First Nation Self Government Agreement,2003,14,Part II - Fundamental Principles,The implementation of this Agreement shall be conducted in good faith.
Westbank First Nation Self Government Agreement,2003,15,Part II - Fundamental Principles,"Following the Effective Date, and subject to this Agreement, the implementation plan and the financial transfer agreement, Council will determine when it will exercise any remaining jurisdictions set out in this Agreement."
Westbank First Nation Self Government Agreement,2003,16,Part II - Fundamental Principles,"To support the implementation of this Agreement, the Parties shall negotiate a financial transfer agreement and an implementation plan in accordance with the provisions of Parts XXV and XXVI."
Westbank First Nation Self Government Agreement,2003,17,Part II - Fundamental Principles,"Responsibility for the delivery of federal programs and services to Westbank First Nation and its Members shall remain with Canada until such time as Westbank First Nation assumes responsibility for the delivery of programs and services in accordance with, and subject to, this Agreement, the financial transfer agreement, the implementation plan or other agreements entered into between Westbank First Nation and Canada."
Westbank First Nation Self Government Agreement,2003,18,Part II - Fundamental Principles,Westbank First Nation and Canada may enter into agreements from time to time with respect to specific matters contained in this Agreement.
Westbank First Nation Self Government Agreement,2003,19,Part III - Legal Status and Capacity,"In addition to Westbank First Nation's capacity to pass and enforce Westbank Law pursuant to this Agreement, Westbank First Nation is a legal entity with the rights, powers and privileges of a natural person, which includes the capacity to:
      
enter into agreements and contracts with any person, government or organization;
acquire, hold or dispose of property and any interests therein;
acquire, hold or dispose of bequests and gifts;
sue or be sued and to act on its behalf in legal proceedings;
hold, spend, invest or borrow money, and secure or guarantee the repayment of money borrowed;
create, operate, contribute to, act as trustee or otherwise deal with trusts;
be appointed and to act as an executor, administrator or trustee of an estate; and
do other things ancillary to the exercise of its rights, powers and privileges, but does not include the capacity to be appointed and to act as a guardian.

"
Westbank First Nation Self Government Agreement,2003,19a,Part III - Legal Status and Capacity,"enter into agreements and contracts with any person, government or organization;"
Westbank First Nation Self Government Agreement,2003,19b,Part III - Legal Status and Capacity,"acquire, hold or dispose of property and any interests therein;"
Westbank First Nation Self Government Agreement,2003,19c,Part III - Legal Status and Capacity,"acquire, hold or dispose of bequests and gifts;"
Westbank First Nation Self Government Agreement,2003,19d,Part III - Legal Status and Capacity,sue or be sued and to act on its behalf in legal proceedings;
Westbank First Nation Self Government Agreement,2003,19e,Part III - Legal Status and Capacity,"hold, spend, invest or borrow money, and secure or guarantee the repayment of money borrowed;"
Westbank First Nation Self Government Agreement,2003,19f,Part III - Legal Status and Capacity,"create, operate, contribute to, act as trustee or otherwise deal with trusts;"
Westbank First Nation Self Government Agreement,2003,19g,Part III - Legal Status and Capacity,"be appointed and to act as an executor, administrator or trustee of an estate; and"
Westbank First Nation Self Government Agreement,2003,19h,Part III - Legal Status and Capacity,"do other things ancillary to the exercise of its rights, powers and privileges, but does not include the capacity to be appointed and to act as a guardian."
Westbank First Nation Self Government Agreement,2003,20,Part IV - Powers of Government,Westbank First Nation has legal capacity to govern itself in accordance with this Agreement.
Westbank First Nation Self Government Agreement,2003,21,Part IV - Powers of Government,Westbank First Nation shall act through the Council in exercising its powers and carrying out its duties and functions.
Westbank First Nation Self Government Agreement,2003,22,Part IV - Powers of Government,"

Westbank First Nation may make laws or do such other things as may be necessarily incidental to the jurisdictions set out in this Agreement or to enable Westbank First Nation to exercise its rights or to carry out its responsibilities pursuant to this Agreement.
Westbank Law may provide for the issuance of licences and permits for a fee in relation to any matter which is the subject of Westbank Law.

"
Westbank First Nation Self Government Agreement,2003,22a,Part IV - Powers of Government,Westbank First Nation may make laws or do such other things as may be necessarily incidental to the jurisdictions set out in this Agreement or to enable Westbank First Nation to exercise its rights or to carry out its responsibilities pursuant to this Agreement.
Westbank First Nation Self Government Agreement,2003,22b,Part IV - Powers of Government,Westbank Law may provide for the issuance of licences and permits for a fee in relation to any matter which is the subject of Westbank Law.
Westbank First Nation Self Government Agreement,2003,23,Part IV - Powers of Government,"For greater certainty, the Parties recognize that the jurisdictions set out in this Agreement are not intended to be definitive of the inherent right that may be implemented through negotiations between Westbank First Nation and Canada or definitive of how the inherent right of self-government may ultimately be defined at law."
Westbank First Nation Self Government Agreement,2003,24,Part IV - Powers of Government,"For greater certainty, the government of Westbank First Nation and its institutions shall be considered public bodies for the purpose of tort claims against the government of Westbank First Nation and its institutions."
Westbank First Nation Self Government Agreement,2003,25,Part IV - Powers of Government,"Westbank First Nation may enter into agreements with Canada or other governments in Canada concerning land, waters, resources, both renewable and non-renewable, or air adjacent to Westbank Lands or where an interest of Westbank First Nation is or may be affected."
Westbank First Nation Self Government Agreement,2003,26,Part IV - Powers of Government,"Westbank First Nation may, in the exercise of the jurisdictions set out in this Agreement, make laws concerning the personal immunity from civil liability of employees, officers or elected officials of the government of Westbank First Nation and its institutions, subject to such provisions also providing that the government of Westbank First Nation, as employer, retains vicarious liability for the acts or omissions of employees, officers or elected officials of the government of the Westbank First Nation covered by the immunity."
Westbank First Nation Self Government Agreement,2003,27,Part IV - Powers of Government,"Westbank First Nation may enter into agreements with any level of government in Canada, including any government agency or entity or any other national, regional or local entity, group or organization, concerning delivery of programs and services on Westbank Lands."
Westbank First Nation Self Government Agreement,2003,28,Part IV - Powers of Government,"Westbank First Nation may enter into agreements to receive powers, including legislative powers, by delegation."
Westbank First Nation Self Government Agreement,2003,29,Part V - Application of Law,"Federal law shall continue to apply to Westbank First Nation, Council, Westbank Lands and Members. In the event of a conflict between a Westbank Law and a federal law, priority shall be determined in accordance with this Agreement."
Westbank First Nation Self Government Agreement,2003,30,Part V - Application of Law,"A federal law shall prevail in the event of a conflict between a federal law and a Westbank Law, to the extent of the conflict, where the subject matter of the federal law is a subject matter in relation to which Westbank First Nation has no jurisdiction set out in this Agreement."
Westbank First Nation Self Government Agreement,2003,31,Part V - Application of Law,"In the event of a conflict between a Westbank Law and a federal law that relates to the peace, order and good government of Canada, the federal law shall prevail to the extent of the conflict."
Westbank First Nation Self Government Agreement,2003,32,Part V - Application of Law,"The government of Westbank First Nation and Council in respect of all matters under its authority are bound by the provisions of the Canadian Charter of Rights and Freedoms with due regard for section 25 of the Charter which provides that the guarantee in the Charter of certain rights and freedoms shall not be construed so as to abrogate or derogate from any aboriginal, treaty or other rights or freedoms that pertain to the aboriginal peoples of Canada, and the rights and freedoms guaranteed by the Charter are enforceable in respect of the government of Westbank First Nation and the Council."
Westbank First Nation Self Government Agreement,2003,33,Part V - Application of Law,"In the event of a conflict between either this Agreement or the Legislation, or both, and other federal law, this Agreement or the Legislation, or both, shall prevail to the extent of the conflict."
Westbank First Nation Self Government Agreement,2003,34,Part V - Application of Law,"

Subject to any other act of Parliament, all provincial laws of general application from time to time in force in British Columbia are applicable to and in respect of Members, except to the extent that those laws are in conflict with this Agreement, the Legislation or any Westbank Law, and except to the extent that those laws make provision for any matter for which provision is made by or under this Agreement or the Legislation or Westbank Law.
For greater certainty, subsection 34(a) is intended to have the same effect on provincial laws of general application as section 88 of the Indian Act has on provincial laws of general application.

"
Westbank First Nation Self Government Agreement,2003,34a,Part V - Application of Law,"Subject to any other act of Parliament, all provincial laws of general application from time to time in force in British Columbia are applicable to and in respect of Members, except to the extent that those laws are in conflict with this Agreement, the Legislation or any Westbank Law, and except to the extent that those laws make provision for any matter for which provision is made by or under this Agreement or the Legislation or Westbank Law."
Westbank First Nation Self Government Agreement,2003,34b,Part V - Application of Law,"For greater certainty, subsection 34(a) is intended to have the same effect on provincial laws of general application as section 88 of the Indian Act has on provincial laws of general application."
Westbank First Nation Self Government Agreement,2003,35,Part V - Application of Law,"The operation of this Agreement shall not limit the authority of Canada or the Minister of National Defence to carry out activities related to national defence, security and public safety."
Westbank First Nation Self Government Agreement,2003,36,Part V - Application of Law,"

As a general principle, Westbank First Nation shall take all necessary measures to ensure compliance of its laws and actions with Canada's international legal obligations.
Notwithstanding subsection 36(a), Westbank First Nation shall remedy any Westbank Law or action found to be inconsistent with Canada's international legal obligations by an international treaty body or other competent tribunal.

"
Westbank First Nation Self Government Agreement,2003,36a,Part V - Application of Law,"As a general principle, Westbank First Nation shall take all necessary measures to ensure compliance of its laws and actions with Canada's international legal obligations."
Westbank First Nation Self Government Agreement,2003,36b,Part V - Application of Law,"Notwithstanding subsection 36(a), Westbank First Nation shall remedy any Westbank Law or action found to be inconsistent with Canada's international legal obligations by an international treaty body or other competent tribunal."
Westbank First Nation Self Government Agreement,2003,37,Part V - Application of Law,Federal legislation relating to endangered species and fish and fish habitat shall prevail in the event of a conflict with Westbank Law to the extent of the conflict.
Westbank First Nation Self Government Agreement,2003,38,Part V - Application of Law,Federal legislation setting out obligations with respect to the collection of statistics and reporting on natural resources in Canada shall prevail in the event of a conflict with Westbank Law to the extent of the conflict.
Westbank First Nation Self Government Agreement,2003,39,Part V - Application of Law,"For greater certainty, the jurisdictions to be exercised by Council set out in this Agreement do not extend to matters not specifically addressed in this Agreement including:
      
criminal law, including the procedure in criminal matters;
protection of the health and safety of all Canadians;
intellectual property, in respect of all matters within federal jurisdiction; and
broadcasting and telecommunications.

"
Westbank First Nation Self Government Agreement,2003,39a,Part V - Application of Law,"criminal law, including the procedure in criminal matters;"
Westbank First Nation Self Government Agreement,2003,39b,Part V - Application of Law,protection of the health and safety of all Canadians;
Westbank First Nation Self Government Agreement,2003,39c,Part V - Application of Law,"intellectual property, in respect of all matters within federal jurisdiction; and"
Westbank First Nation Self Government Agreement,2003,39d,Part V - Application of Law,broadcasting and telecommunications.
Westbank First Nation Self Government Agreement,2003,40,Part V - Application of Law,Nothing in this Agreement shall affect the applications of Crown prerogatives and Crown immunities.
Westbank First Nation Self Government Agreement,2003,41,Part V - Application of Law,"In the event of a conflict between a provision of this Part and any other provision in the Agreement, the provision of this Part shall prevail to the extent of the conflict."
Westbank First Nation Self Government Agreement,2003,42,Part VI - Structures and Procedures of Government Judicial Review,There shall be a Constitution. The Constitution shall be consistent with this Agreement.
Westbank First Nation Self Government Agreement,2003,43,Part VI - Structures and Procedures of Government Judicial Review,"The Constitution shall provide for the following matters:
      
that the Council shall act on behalf of Westbank First Nation in exercising jurisdiction in accordance with this Agreement;
for democratic elections of Council by Members, rules for composition of Council, tenure of Council members and provision for the removal of Council members;
internal financial management and accountability to Members in accordance with Part IX;
conflict of interest rules;
procedures for the passage and amendment of laws for Westbank First Nation;
appeal mechanisms;
an amending procedure for the Constitution;
provisions for public notification of Westbank Law;
referendum procedures; and
provisions in relation to other matters over which Westbank First Nation has jurisdiction as set out in this Agreement which are determined by Westbank First Nation to be of sufficient importance to be included in the Constitution.

"
Westbank First Nation Self Government Agreement,2003,43a,Part VI - Structures and Procedures of Government Judicial Review,that the Council shall act on behalf of Westbank First Nation in exercising jurisdiction in accordance with this Agreement;
Westbank First Nation Self Government Agreement,2003,43b,Part VI - Structures and Procedures of Government Judicial Review,"for democratic elections of Council by Members, rules for composition of Council, tenure of Council members and provision for the removal of Council members;"
Westbank First Nation Self Government Agreement,2003,43c,Part VI - Structures and Procedures of Government Judicial Review,internal financial management and accountability to Members in accordance with Part IX;
Westbank First Nation Self Government Agreement,2003,43d,Part VI - Structures and Procedures of Government Judicial Review,conflict of interest rules;
Westbank First Nation Self Government Agreement,2003,43e,Part VI - Structures and Procedures of Government Judicial Review,procedures for the passage and amendment of laws for Westbank First Nation;
Westbank First Nation Self Government Agreement,2003,43f,Part VI - Structures and Procedures of Government Judicial Review,appeal mechanisms;
Westbank First Nation Self Government Agreement,2003,43g,Part VI - Structures and Procedures of Government Judicial Review,an amending procedure for the Constitution;
Westbank First Nation Self Government Agreement,2003,43h,Part VI - Structures and Procedures of Government Judicial Review,provisions for public notification of Westbank Law;
Westbank First Nation Self Government Agreement,2003,43i,Part VI - Structures and Procedures of Government Judicial Review,referendum procedures; and
Westbank First Nation Self Government Agreement,2003,43j,Part VI - Structures and Procedures of Government Judicial Review,provisions in relation to other matters over which Westbank First Nation has jurisdiction as set out in this Agreement which are determined by Westbank First Nation to be of sufficient importance to be included in the Constitution.
Westbank First Nation Self Government Agreement,2003,44,Part VI - Structures and Procedures of Government Judicial Review,"

The provisions of the Constitution referred to in section 43 shall be ratified by Westbank First Nation at the same time and in the same manner as ratification of this Agreement.
The Constitution ratified in accordance with Part XXXII shall come into force on the Effective Date.

"
Westbank First Nation Self Government Agreement,2003,44a,Part VI - Structures and Procedures of Government Judicial Review,The provisions of the Constitution referred to in section 43 shall be ratified by Westbank First Nation at the same time and in the same manner as ratification of this Agreement.
Westbank First Nation Self Government Agreement,2003,44b,Part VI - Structures and Procedures of Government Judicial Review,The Constitution ratified in accordance with Part XXXII shall come into force on the Effective Date.
